100435,ST_ONXP_VOICE_POSTPAID_HOME_CALL_FWD - EDR Value,ST_ONXP_VOICE_POSTPAID_HOME_CALL_FWD - EDR Value,7,100000,100000
100440,ST_ONXP_VOICE_POSTPAID_HOME_MO - EDR Bytes,ST_ONXP_VOICE_POSTPAID_HOME_MO - EDR Bytes,7,100000,100000
100428,ST_ONXP_VOICE_POSTPAID_HOME_MO - EDR Count,ST_ONXP_VOICE_POSTPAID_HOME_MO - EDR Count,7,100000,100000
100432,ST_ONXP_VOICE_POSTPAID_HOME_MO - EDR Duration,ST_ONXP_VOICE_POSTPAID_HOME_MO - EDR Duration,7,100000,100000
100436,ST_ONXP_VOICE_POSTPAID_HOME_MO - EDR Value,ST_ONXP_VOICE_POSTPAID_HOME_MO - EDR Value,7,100000,100000
100441,ST_DATA_2G - EDR Count,ST_DATA_2G - EDR Count,7,100000,100000
100442,ST_DATA_2G - EDR Bytes,ST_DATA_2G - EDR Bytes,7,100000,100000
100443,ST_DATA_2G - EDR Duration,ST_DATA_2G - EDR Duration,7,100000,100000
100444,ST_DATA_2G - EDR Value,ST_DATA_2G - EDR Value,7,100000,100000
100445,ST_DATA_3G - EDR Count,ST_DATA_3G - EDR Count,7,100000,100000
100446,ST_DATA_3G - EDR Bytes,ST_DATA_3G - EDR Bytes,7,100000,100000
100447,ST_DATA_3G - EDR Duration,ST_DATA_3G - EDR Duration,7,100000,100000
100448,ST_DATA_3G - EDR Value,ST_DATA_3G - EDR Value,7,100000,100000
100449,ST_DATA_4G - EDR Count,ST_DATA_4G - EDR Count,7,100000,100000
100450,ST_DATA_4G - EDR Bytes,ST_DATA_4G - EDR Bytes,7,100000,100000
100451,ST_DATA_4G - EDR Duration,ST_DATA_4G - EDR Duration,7,100000,100000
100452,ST_DATA_4G - EDR Value,ST_DATA_4G - EDR Value,7,100000,100000
100453,ST_DATA_2G_PREPAID - EDR Count,ST_DATA_2G_PREPAID - EDR Count,7,100000,100000
100454,ST_DATA_2G_PREPAID - EDR Bytes,ST_DATA_2G_PREPAID - EDR Bytes,7,100000,100000
100455,ST_DATA_2G_PREPAID - EDR Duration,ST_DATA_2G_PREPAID - EDR Duration,7,100000,100000
100456,ST_DATA_2G_PREPAID - EDR Value,ST_DATA_2G_PREPAID - EDR Value,7,100000,100000
100457,ST_DATA_2G_POSTPAID - EDR Count,ST_DATA_2G_POSTPAID - EDR Count,7,100000,100000
100458,ST_DATA_2G_POSTPAID - EDR Bytes,ST_DATA_2G_POSTPAID - EDR Bytes,7,100000,100000
100459,ST_DATA_2G_POSTPAID - EDR Duration,ST_DATA_2G_POSTPAID - EDR Duration,7,100000,100000
100460,ST_DATA_2G_POSTPAID - EDR Value,ST_DATA_2G_POSTPAID - EDR Value,7,100000,100000
100461,ST_DATA_3G_PREPAID - EDR Count,ST_DATA_3G_PREPAID - EDR Count,7,100000,100000
100462,ST_DATA_3G_PREPAID - EDR Bytes,ST_DATA_3G_PREPAID - EDR Bytes,7,100000,100000
100463,ST_DATA_3G_PREPAID - EDR Duration,ST_DATA_3G_PREPAID - EDR Duration,7,100000,100000
100464,ST_DATA_3G_PREPAID - EDR Value,ST_DATA_3G_PREPAID - EDR Value,7,100000,100000
100465,ST_DATA_3G_POSTPAID - EDR Count,ST_DATA_3G_POSTPAID - EDR Count,7,100000,100000
100466,ST_DATA_3G_POSTPAID - EDR Bytes,ST_DATA_3G_POSTPAID - EDR Bytes,7,100000,100000
