113100,100113,5014,POST,10,-iv 100002 -icn sql_ID -tn um.sql_ref -staging_table customer.stg_agg_data_ds86 -scn sql -et U,
113101,100113,5002,EXEC,10,-direct false -parallel false -loadRejectedFiles false,
113102,100113,5017,INIT,10,,
113103,100113,5007,POST,20,,
113104,100113,5001,POST,30,il_success_dir gdl/accepted/ds86 il_reject_dir gdl/rejected/ds86,
113105,100113,5014,POST,40,-iv 100003 -icn sql_id -tn um.sql_ref -scn sql -et U,
114100,100114,5014,POST,10,-iv 100002 -icn sql_ID -tn um.sql_ref -staging_table customer.stg_agg_data_ds7 -scn sql -et U,
114101,100114,5002,EXEC,10,-direct false -parallel false -loadRejectedFiles false,
114102,100114,5017,INIT,10,,
114103,100114,5007,POST,20,,
114104,100114,5001,POST,30,il_success_dir gdl/accepted/ds7 il_reject_dir gdl/rejected/ds7,
114105,100114,5014,POST,40,-iv 100003 -icn sql_id -tn um.sql_ref -scn sql -et U,
